岗位,公司,Python,C++,Go,Java,PyTorch,TensorFlow,DeepSpeed,FSDP,Megatron,vLLM,预训练,SFT,RL/RLHF,Agent训练,LangChain,LlamaIndex,AutoGen,RAG,Tool Calling,MCP协议,Prompt工程,模型量化,模型剪枝,知识蒸馏,投机解码,CUDA编程,GPU架构,RDMA,NCCL,Transformer,LLaMA/GPT,MoE,多模态大模型,Diffusion,3D生成,分布式系统,高并发,微服务,API设计,系统设计,机器学习基础,深度学习,推荐算法,GNN,CV,NLP,顶会论文,编程竞赛,开源项目,PaddlePaddle,React/Vue,Node.js,Docker/K8s,SQL/数据库,AI Coding,MCP/Skills,具身智能,视觉伺服,仿真,强化学习,记忆机制,PRM,过程监督
抖音大模型训练,字节,✓,✓,,✓,✓,✓,✓,✓,,,✓,✓,✓,✓,,,,,,,,,✓,✓,✓,,,,,,,,✓,✓,✓,✓,✓,✓,,,,,✓,✓,,,✓,✓,,,✓,,,,,✓,,,,,,,,✓
后端开发AML,字节,✓,✓,✓,,✓,,,,,,,,,,,,,,,,,,✓,,,,,,,,✓,,,,✓,✓,✓,✓,✓,,✓,✓,,,✓,,,✓,,,,,,✓,,,,,,,,✓,
TikTok多模态,字节,✓,✓,,✓,✓,,,,,,,,,,,,,,,✓,,,,✓,✓,,,✓,✓,✓,✓,✓,,,,✓,✓,✓,,✓,✓,✓,,,✓,,,,,,,,,,✓
大模型算法AML,字节,✓,✓,,✓,✓,✓,✓,✓,✓,,✓,✓,,✓,,,✓,,✓,,,,,,,,,✓,✓,✓,✓,✓,✓,,,,,,,,✓,,,✓,✓,✓,,,,✓,,,,,
AIGC优化Seed,字节,✓,✓,,✓,✓,✓,✓,✓,✓,✓,,,,,,,,✓,✓,✓,✓,,,,,,,,✓,✓,✓,,,,,,,,✓,,,✓,,✓,,,,,✓,,,,✓,
训练推理优化Seed,字节,✓,✓,,✓,✓,✓,✓,✓,✓,✓,,,,,,,✓,,,✓,✓,✓,✓,✓,✓,✓,✓,✓,,,,✓,,,,,,,,✓,,✓,,,✓,✓,✓,,,,✓
Agent架构Seed,字节,✓,✓,,✓,✓,,,,,,✓,,✓,✓,✓,✓,✓,✓,✓,,✓,,,,,,,,✓,✓,✓,✓,,,,,,,,✓,,✓,,,✓,✓,,,,✓,
AIGC算法,字节,✓,,,✓,✓,,,,,,,,✓,,,,✓,,,,✓,,,✓,✓,,✓,✓,✓,✓,✓,,,,✓,✓,,✓,,✓,,,✓,✓,,✓,,,,,✓
Agent研发抖音,字节,✓,✓,,✓,✓,✓,✓,✓,✓,,✓,✓,✓,✓,✓,✓,✓,✓,✓,✓,✓,✓,✓,✓,,,,✓,✓,✓,✓,✓,✓,,,,,,,,✓,,✓,,,✓,✓,✓,,,,✓,✓
大模型算法Agent剪映,字节,✓,✓,,✓,✓,✓,✓,✓,✓,,✓,✓,✓,✓,✓,✓,✓,✓,✓,✓,✓,✓,✓,✓,,,,✓,✓,✓,✓,✓,✓,,,,,,,,✓,,✓,,,✓,✓,✓,,,,✓
大模型Agent穿山甲,字节,✓,✓,,✓,✓,✓,✓,✓,✓,,✓,✓,✓,✓,✓,✓,✓,✓,✓,✓,✓,✓,✓,✓,,,,✓,✓,✓,✓,✓,✓,,,,,,,,✓,,✓,,,✓,✓,✓,,,,✓
大模型算法抖音,字节,✓,✓,,✓,✓,✓,✓,✓,✓,,✓,✓,✓,✓,✓,✓,✓,✓,✓,✓,✓,✓,✓,✓,,,,✓,✓,✓,✓,✓,✓,,,,,,,,✓,,✓,,,✓,✓,✓,,,,✓
AI大模型算法抖音研发,字节,✓,✓,,✓,✓,✓,✓,✓,✓,,✓,✓,✓,✓,✓,✓,✓,✓,✓,✓,✓,✓,✓,✓,,,,✓,✓,✓,✓,✓,✓,,,,,,,,✓,,✓,,,✓,✓,✓,,,,✓
多模态算法音乐,阿里,✓,✓,,✓,✓,✓,,,,,,,,,,,,✓,,,,,,,,,✓,✓,✓,✓,✓,✓,,,,✓,✓,,✓,,✓,✓,,✓,,,,,
Agentic大模型算法,阿里,✓,✓,,✓,✓,✓,✓,,,,✓,✓,✓,✓,✓,✓,✓,✓,✓,✓,,,,,,,,✓,✓,✓,✓,,,,,,,,✓,,✓,,,✓,✓,✓,,,,✓
AI应用算法LLM,阿里,✓,✓,,✓,✓,✓,,,,,,,,,,,,✓,,,,,,,,,✓,✓,✓,✓,,,,,,,,✓,✓,,✓,,✓,✓,,✓,,,,,
AI Agent,阿里,✓,✓,,✓,✓,✓,,,,,✓,,✓,✓,✓,✓,✓,✓,✓,✓,,,,,,,,✓,,,,,✓,✓,,✓,,✓,,✓,✓,,,✓,,,,✓,✓
推荐算法,腾讯,✓,✓,,,✓,✓,,,,,,,,,,,,,,,,,✓,,,,,,,,✓,,,,,✓,✓,,✓,✓,,✓,,,✓,,,,,,✓
大模型数据,美团,✓,,,✓,✓,✓,,,,✓,,,,,,,,,,,,,,✓,,,,✓,✓,,✓,,✓,✓,,✓,,✓,,✓,,,✓,,,,,,
AI Coding全栈,美团,✓,,✓,✓,✓,,,,,,,,✓,✓,✓,✓,✓,✓,✓,✓,✓,,,,,,,,,✓,,,,,✓,✓,,,,,,✓,,✓,✓,✓,✓,✓,✓,,,,✓,✓
Agent开发AI产品,美团,✓,,,✓,✓,,,,,✓,,✓,✓,✓,,,,✓,,✓,,,,,,,,,✓,,,,,✓,,✓,,,,✓,,,,✓,,,✓,,,,,✓
财务科技全栈,美团,✓,,,✓,✓,,,,,✓,,✓,✓,,,,,,,,,,,,,✓,,,,,✓,,,,✓,✓,,,✓,✓,✓,,,,,✓,✓,✓,,,,✓
AI Coding项目,美团,✓,✓,✓,✓,✓,,,,,✓,✓,,✓,✓,✓,✓,✓,✓,✓,✓,✓,,,,,,✓,,,,,✓,,✓,,,,,,✓,,✓,✓,✓,✓,✓,✓,✓,,,,✓,✓
机器学习基础架构,美团,✓,✓,,,✓,✓,,,✓,,✓,✓,,,,,✓,,,,✓,✓,✓,,✓,,,,,✓,,,,✓,✓,,,,✓,,✓,,✓,,✓
大模型应用开发,美团,✓,,,✓,✓,,,,,✓,✓,,✓,✓,✓,✓,,✓,,✓,,,,,,,,,✓,,,,,✓,✓,,,,,,✓,,✓,,✓,✓
AI后端开发,美团,✓,,,✓,✓,,,,,✓,✓,,✓,✓,✓,✓,,✓,✓,,✓,,,,,,,,,✓,,,,,✓,✓,,✓,,,,✓,,✓,,✓,✓,✓
大模型应用数据开发,美团,✓,✓,,✓,✓,,,,,✓,,,,,,✓,,,,,,,,,,✓,,,,✓,✓,,✓,,✓,✓,,✓,✓,,✓,,,,,✓
多模态大模型训练系统,美团,✓,✓,,,✓,✓,✓,✓,✓,,✓,,,,,,,,,,✓,✓,✓,✓,,✓,,✓,✓,✓,✓,✓,✓,,,,✓,✓,,✓,,✓,,✓,✓,✓,,,,✓
机器学习算法无人机,美团,✓,✓,,,✓,✓,,,,,,,,,,,,✓,,,,,,,✓,✓,✓,✓,,,,✓,✓,,✓,✓,,✓,,,,,,✓,✓,,,,✓
Agent Research,美团,✓,,,✓,✓,✓,✓,,,,✓,✓,✓,✓,✓,✓,✓,✓,,✓,✓,✓,✓,,,,✓,,,,✓,✓,,,,✓,,✓,✓,✓,,,✓,✓,,✓,,✓,✓,✓
